திருக்குற்றாலக் குறவஞ்சி சொல்லடைவு
மேக்கே - 371.1 
மேகம் - 33.1; 139.2; 155.1 
மேடையினின்று - 313.1 
மேதி - 156.1 
மேய்ந்த - 196.2,3 
மேயினும் - 276.1,1; 277.1 
மேயுது - 288.2; 305.4 
மேயும் - 174.1 
மேரு - 3.1; 141.2 
மேல் - 10.1; 18.1,2; 68.4; 70.4; 82.2; 86.1; 109.1; 115.1,38; 176.1; 188.1; 207.2; 223.8,27,28; 232.1; 235.1; 262.1; 263.4; 273.1; 275.2; 283.1,2,3,4; 286.2; 289.4; 296.2,2; 297.3,3; 308.4; 315.4; 316.1,2; 318.2; 340.4; 381.1 
மேல்புறத்தில் - 204.2 
மேலகரம் - 274.2 
மேலப்பாட்டப்பற்று - 272.1 
மேலிட - 12.1 
மேலும் - 302.2 
மேலே - 51.3; 359.1; 361.1; 373.1 
மேலை - 223.7; 272.3 
மேவ - 246.1 
மேவிக்கொண்டு - 261.2 
மேவினாரே - 4.4 
மேவும் - 2.1; 165.2 
மேழையும் - 14.2 
மேற்குலத்தான் - 207.3 
மேன்மேலும் - 219.2 
மேன்மை - 165.1; 285.2 
மேனாள் - 289.4 
மேனி - 59.3; 76.3,4; 193.1 
மேனியாள் - 38.1 
மை - 22.1; 27.1; 51.2; 68.3; 100.1; 108.1; 115.41; 116.2; 158.4 
மைக்குள் - 345.4 
மைத்துனர் - 184.2 
மைத்துனன் - 282.4 
மைந்தர் - 400.2 
மையல் - 83.1 
மையல்கொண்டேன் - 73.2 
மையலால் - 59.1 
மையலான் - 67.1 
மையலும் - 231.2 
மையிட்டு - 301.1 
மையுமாய் - 22.2 
மொடுவாய் - 290.1 
மொழி - 53.3; 115.39; 157.1; 180.2; 345.3 
மொழிக்கு - 115.23 
மொழிந்தாலும் - 191.2 
மொழியலாம் - 191.2 
மோக - 217.2; 236.2; 338.3 
மோகச் - 350.1 
மோகம் - 50.4; 55.2 
மோகன் - 65.3 
மோகன - 29.2; 226.2; 236.2 
மோகனச் - 328.2 
மோகனம் - 329.4 
மோகனமாலை - 196.4 
மோகனவல்லி - 196.4 
மோகித்தாய் - 234.1 
மோகினி - 28.4; 61.3; 124.1; 223.17; 340.2 
மோகினியே - 236.1 
மோகினியை - 28.4 
மோகினியோ - 43.1 
மோசம் - 57.3 
மோசமோ - 57.3 
மோடி - 121.3 
மோதிரம் - 213.1 
மோன - 167.1; 188.1 
மோனை - 13.3 
யாடாள் - 57.2 
யாரை - 344.3 
யாவரேனும் - 326.1 
யான் - 403.2 
யானை - 10.1; 258.1; 329.1 
யானையான் - 115.10 
யானையை - 387.1 
யுகம் - 159.1 
யோக - 233.1 
யோகியர் - 162.1 
ரகசியமாய் - 165.2 
ரஞ்சித - 124.1 
ரதி - 32.2; 339.4 
ரம்பை - 29.2 
ரம்பையோ - 43.1 
ரவிக்கை - 21.2 
ரவிக்கைதனை - 21.1 
ராச்சியமும் - 115.33 
ராசவீதியில் - 76.1 
ராமநாயகன் - 285.2 
ராயா - 223.13 
ருசிப்பது - 390.2 
ரேகை - 71.2; 215.2 
ரோம - 36.4 
லீலர் - 32.1 
லோகம் - 79.2 
வக்கா - 252.2 
வக்காவின் - 250.1; 251.1 
வக்காவும் - 290.4; 294.2,2 
வகுத்தருள்வீரே - 223.32 
வகை - 164.2; 209.2; 232.2 
வகைக்காரி - 251.1 
வகையாய் - 336.2 
வங்கண - 249.4; 327.1 
வங்கார - 29.1; 233.2; 261.2 
வங்காளத்தார் - 377.2 
வங்காளம் - 195.2 
வசந்த - 1.1; 28.4; 40.4; 41.4; 42.4; 43.4; 45.1; 48.1; 61.3; 82.1; 126.1; 158.4; 159.4; 212.2; 223.17; 249.1 
வசந்தவல்லி - 29.2; 30.2; 31.2; 32.2; 38.3; 39.1; 44.1; 53.4; 56.1; 59.1; 78.2; 128.2; 217.2; 245.2 
வசந்தன் - 154.4 
வசந்தனும் - 95.1 
வசனம் - 23.2 
வசீகரம் - 340.3 
வஞ்சி - 116.4; 117.1; 118.1; 122.2; 123.1; 124.1; 159.4; 195.1; 200.1 
வஞ்சியைச் - 325.3 
வட்டிலோ - 223.21 
வட - 109.1; 119.3; 173.1; 303.3; 326.3; 353.1; 397.3; 408.2 
வடக்கு - 142.1 
வடகரை - 280.1 
வடகாசி - 195.2; 326.3 
வடகால் - 272.3; 303.3 
வடகுண - 197.1 
வடத்தை - 331.1 
வடபால் - 315.2 
வடம் - 116.3; 120.1 
வடமலைக்கு - 141.1 
வடிசெய் - 10.4 
வடித்த - 34.3 
வடிவம் - 127.2 
வடிவு - 35.2; 38.1 
வடை - 209.1 
வண்டு - 40.1; 41.2,2; 115.16 
வண்டுகளும் - 100.1 
வண்மையோ - 241.1 
வணங்கார் - 256.2 
வணங்கி - 220.2 
வணங்குவாளே - 222.4 
வணிகேசன் - 284.3 
வதுவை - 410.1 
வந்த - 78.1; 128.2; 216.1; 299.3,4; 308.1; 313.3; 315.4; 325.1 
வந்தது - 71.2; 81.2; 90.3; 313.1 
வந்தவரை - 191.1 
வந்தவேளை - 212.2 
வந்தனரே - 5.1,1 
வந்தனளே - 115.41; 117.1,1 
வந்தனன் - 12.3,3,4 
வந்தனனே - 3.2 
வந்தனை - 282.4 
வந்தனைசெய் - 177.2 
வந்தார் - 49.2 
வந்தால் - 91.1; 126.1; 201.1; 267.4; 331.1 
வந்தாள் - 29.2; 30.2; 31.2; 32.2; 123.1,1; 124.1 
வந்தாளே - 28.4 
வந்தான் - 1.4; 154.1,1; 227.2; 250.4; 252.4; 258.4 
வந்தானே - 259.2; 260.2; 261.2; 262.2; 292.4 
வந்தானோ - 54.2 
வந்து - 47.1; 69.1; 79.4; 106.1; 197.3; 223.6,17; 288.1; 301.4; 307.4; 326.1,4; 348.3; 393.2 
வந்துவந்து - 130.2 
வம்பாக - 299.3 
வம்பு - 72.3 
வம்புகள் - 300.4 
வயல் - 303.2 
வயிணவர் - 315.3 
வயித்தியநாதன் - 282.4; 283.4; 305.3 
வயித்தியப்பன் - 279.1 
வயித்தியப்பனுடன் - 279.2 
வயிரமுடன் - 143.1 
வயிரமோ - 223.21 
வயிற்றுக்கு - 200.2 
வர்க்க - 209.2 
வர - 65.3 
வரச்சொல்லு - 91.1 
வரத்தொடு - 223.23 
வரதர் - 3.1 
வரப்பண்ணுவேன் - 340.1,2 
வரப்பெறும் - 223.30 
வரவு - 9.4 
வராகனோ - 223.22 
வராதிருந்தால் - 91.1 
வராளி - 121.3 
வரி - 118.1; 250.1; 260.2 
வரிச் - 33.3 
வரிசை - 11.3 
வரிசைசெய்வேன் - 266.2 
வரிசையடா - 362.2,2 
வரிசையிட்ட - 401.2 
வரிசையிட்டான் - 266.2 
வரிந்து - 250.2 
வரு - 16.2; 48.1; 119.3; 156.3; 284.4; 285.3; 320.4 
வருக்கை - 180.3 
வருக்கைமூலர் - 353.1 
வருக்கையார் - 316.1 
வருகின்ற - 283.1 
வருகின்றாரே - 15.4 
வருகின்றாளே - 114.4; 116.4 
வருகின்றானே - 249.4 
வருகினும் - 264.1,1; 265.1 
வருகுது - 203.2; 267.1,1,1,2; 300.1,1; 302.1; 336.2 
வருகுதையோ - 55.1 
வருகையால் - 19.1 
வருடம் - 160.1 
வருடி - 389.1,2 
வருடிவருடி - 330.1 
வருணன் - 11.4 
வருந்த - 162.2 
வரும் - 95.1; 115.38; 120.2; 150.1; 223.14,25; 231.1; 247.1; 251.1; 263.4; 337.1 
வருமடா - 384.2 
வருவார் - 22.2; 246.1 
வருவான் - 207.4 
வருவியானே - 397.4 
வருஷவழி - 95.2 
வரை - 119.3; 232.1 
வரைக்கும் - 326.2 
வரைப்பெண்ணுக்கு - 78.3 
வரையாடு - 139.1 
வல் - 12.2; 82.1 
வல்ல - 304.3 
வல்லவன் - 240.2; 241.2 
வல்லவனும் - 244.1 
வல்லார்க்கு - 68.4 
வல்லி - 35.3; 38.3; 42.4; 82.1,1; 114.2; 119.2,2,4 
வல்லியே - 207.4 
வல்லை - 119.1 
வலசாரி - 44.3 
வலதுகை - 115.22,35 
வலம் - 9.2; 178.1 
வலம்செயும் - 160.3 
வலிய - 344.1 
வலியவர் - 258.2 
வலியானும் - 259.1; 268.3 
வவ்வால் - 324.3 
வழக்குத்தானோ - 56.4 
வழங்கவே - 10.4 
வழங்கு - 136.1 
வழங்கும் - 176.2 
வழி - 120.2; 131.1; 137.2 
வழித்தொண்டுசெய்திட - 278.3 
வழிமறித்தான்குளம் - 273.3 
வழியை - 251.1 
வழுகும் - 131.2 
வழுத்தவே - 11.4 
வழுதிக்குளம் - 273.1 
வள்ளல் - 279.3; 402.2 
வள்ளலார் - 4.2 
வள்ளி - 377.1 
வள்ளிநாயகியே - 223.6 
வள்ளியூரார் - 378.2 
வளத்தை - 181.1; 192.1 
வளம் - 128.4; 134.1; 136.2; 153.1,1,2,3,4; 163.2; 193.2; 313.4; 328.1 
வளம்செய் - 283.4 
வளம்தான் - 153.2 
வளமும் - 153.4 
வளமை - 176.2 
வளர் - 78.3; 115.6,17,17; 193.1,3,4; 304.3; 328.1 
வளர்க்கின்ற - 280.3,3 
வளர்க்கும் - 218.1,2 
வளர்ந்து - 157.2; 158.2 
வளரும் - 153.3 
வளை - 20.1,1; 26.1; 27.1; 42.1,1; 114.1,3 
வளைக்கும் - 114.2 
வளைத்திருந்து - 114.2 
வளைத்து - 25.1 
வளைந்த - 122.1 
வளைந்து - 33.4 
வளையம் - 317.4 
வளையிட்டு - 301.1 
வளையும் - 24.1; 25.1; 27.1; 55.4; 223.29 
வளையே - 109.3 
வற்றா - 397.2 
வற்றாத - 326.3 
வன்ன - 26.2; 28.4; 37.3; 85.1; 290.4; 379.1; 381.2 
வன்னிய - 223.13 
வன - 268.4 
வனிதைமார் - 11.3 
வா - 330.3 
வாக்கு - 4.2 
வாகனத்தில் - 233.1 
வாகனத்தின் - 79.2 
வாகனத்து - 9.2 
வாகனை - 55.1 
வாகான - 261.2 
வாகு - 66.2 
வாங்கவே - 9.2 
வாங்காள் - 330.3 
வாங்கி - 39.4; 116.2; 155.2; 258.3 
வாங்கித் - 251.3 
வாங்கியே - 108.2 
வாச - 156.2 
வாசம் - 135.2 
வாசர் - 38.4; 140.1; 180.3 
வாசல் - 3.2; 79.4; 100.2; 187.1 
வாசலில் - 223.7; 282.2 
வாட்கார - 292.3 
வாட்டமில்லா - 265.2 
வாட - 162.2 
வாடாமாலை - 57.2 
வாடை - 300.3; 339.1 
வாணி - 159.2 
வாம - 317.1 
வாய் - 217.3; 237.2; 262.2; 325.3; 390.1 
வாய்க்கு - 390.2 
வாய்ப்பான - 260.2 
வாய்மதமோ - 241.1 
வாயால் - 198.4; 217.4 
வாயில் - 224.3; 312.2 
வார் - 71.1; 200.2; 331.2; 410.1 
வார்த்தை - 86.2; 180.3; 229.2 
வாராத - 340.1 
வாராது - 89.1 
வாராய் - 87.1,2; 108.2; 203.1; 349.1,1; 350.1 
வாரி - 115.5 
வாரியை - 328.2 
வாரை - 155.2 
வால் - 42.1 
வால - 115.15; 126.1 
வாவி - 303.3 
வாழ் - 212.1; 223.2,3; 226.1 
வாழ்த்துகிறேன் - 398.2; 399.2; 400.2; 401.2; 402.2; 403.2; 404.2; 405.2; 406.2; 407.2; 408.2; 409.2 
வாழ்ந்தாய் - 317.2 
வாழ - 315.1 
வாழவல்லான்குடி - 274.3 
வாழி - 217.2; 410.1,2,2,3,3,4,4 
வாழும் - 80.3; 126.2; 410.1 
வாழை - 37.2; 156.3,4; 369.1 
வாழைக்குருத்தில் - 61.2 
வாழையில் - 156.2 
வாள் - 84.3; 198.1; 275.2 
வாள்_நுதலாள் - 297.2 
வாளை - 156.1 
வான் - 115.3; 129.2; 143.2; 266.4 
வானரங்கள் - 129.1 
வானவர் - 59.1; 306.2; 312.2 
வானவர்க்கு - 167.1 
வானவரை - 130.1 
வானின் - 115.1; 131.1 
வானுலகில் - 135.2; 185.1 
விகாரமே - 309.4 
விகி - 292.2 
விசாரிப்பு - 307.2 
விசிறி - 11.3; 60.1 
விசுவநாதன் - 101.1 
விசேடங்கள் - 180.3 
விசேடத்தை - 180.4 
விசேடம் - 180.2,4 
விசேடமும் - 180.1,1 
விசேஷம் - 86.3; 160.2 
விசை - 307.1 
விஞ்சை - 118.2; 169.2 
விட்ட - 100.1 
விட்டால் - 326.2 
விட்டு - 64.2; 303.4; 320.4 
விடாது - 317.3 
விடேன் - 91.4 
விடை - 4.3; 5.1; 68.3; 115.11 
விடைஅதனில் - 6.2 
விடைக்கு - 79.2 
விடைகொண்டான் - 56.2 
விடைமேலிருப்பார் - 289.4 
விடையானை - 398.2 
விடையில் - 1.2; 15.1; 49.2; 77.1; 337.1 
விடோம் - 149.2 
விண் - 109.2 
விண்டு - 217.4 
விண்ணாண - 348.3 
விண்ணிலே - 62.4; 64.1 
வித்தகர் - 39.1 
வித்தகர்கு - 184.2 
வித்தாரம் - 194.1,3 
வித்தாரமாகக் - 356.1 
வித்து - 162.3 
வித்தை - 48.4 
வித்தைமதமோ - 241.1 
விதான - 8.3 
விதைக்க - 138.1 
விந்தை - 138.2; 146.1 
விந்தைக்காரராக - 49.2 
விந்தைக்காரி - 392.1 
விந்தையாகவே - 45.1 
விநாயகா - 223.2 
விநோதர் - 257.1 
விம்மு - 204.1 
வியப்புற - 222.4 
வியல் - 92.4 
வியன் - 277.2 
வியனாக - 96.1 
வியாளம் - 77.1 
விரக - 109.2; 335.2 
விரகத்தீயை - 60.1 
விரகத்தை - 325.1 
விரகநோய்க்கு - 90.3; 124.2 
விரகம் - 347.1 
விரலிலே - 367.1 
விரி - 13.4; 18.1 
விரிக்குது - 51.4 
விரித்த - 60.2 
விரித்தது - 8.1 
விரித்து - 369.2,2 
விரியன் - 359.1 
விருது - 115.11 
விருதுகள் - 195.4 
விருந்தா - 193.3 
விருந்துக்கு - 156.3 
விரும்பி - 34.1 
வில் - 163.3 
வில்லாக - 157.4 
வில்லிபுத்தூர் - 321.1 
வில்லியார் - 126.2 
வில்லு - 35.3 
வில்லும் - 34.1 
வில்லை - 119.1 
விலக்கி - 150.1 
விலையிட்டு - 35.4 
விழி - 15.3; 18.2; 33.2; 43.2; 84.3; 115.39,41; 118.1; 121.1; 130.1; 198.1; 345.4 
விழிக்கு - 115.24; 329.2 
விழிகள் - 46.2 
விழிப்பாகி - 144.1 
விழியாதவர் - 64.3 
விழியாய் - 108.1 
விழியார் - 51.2 
விழியின் - 18.1 
விழியும் - 275.2 
விழுங்கு - 36.4 
விழுந்த - 59.3 
விள்ளாயே - 72.4 
விளக்கிடுவாய் - 209.1 
விளங்கவே - 13.4 
விளங்குது - 24.2 
விளை - 57.1 
விளைப்பார் - 130.2 
விளையாட்டம் - 303.4 
விளையாட்டாலோ - 39.2 
விளையாடி - 331.3 
விளையாடிய - 158.3 
விளையாடும் - 274.4 
விளையும் - 143.1; 171.1; 219.1 
விளைவு - 160.1 
விறைத்து - 314.2 
வினை - 286.1 
வீங்க - 161.3 
வீச்சு - 204.2 
வீசுவார் - 60.1 
வீட்டுக்கு - 280.1 
வீணை - 11.1 
வீதி - 1.1; 4.1; 48.1; 348.3 
வீதியனை - 399.2 
வீதியில் - 56.2; 174.1 
வீதியிலே - 42.3; 43.3; 114.1 
வீமப்பாகம் - 38.2 
வீரம்செய்த - 263.1 
வீரன் - 258.4 
வீழ்ந்தாய் - 317.2 
வீழ்ந்தாள் - 57.1 
வீழி - 217.3 
வீறாக - 219.1 
வீறு - 66.3; 284.3; 297.2 
வெகு - 49.1 
வெச்சென்றும் - 309.6 
வெட்கத்தை - 247.2 
வெட்காமல் - 69.3 
வெட்டவெளியிலே - 385.2 
வெட்டி - 381.1 
வெடிக்கும் - 135.2 
வெடிக - 161.3 
வெடித்த - 38.1; 81.1 
வெடித்து - 81.1 
வெண்குடை - 154.3 
வெண்குடையான் - 115.14 
வெண்ணமடை - 303.2 
வெண்ணிலா - 67.4 
வெண்ணிலாவே - 62.4; 63.1,2,3,4; 64.1,2,3,4; 65.1,2,3,4; 66.1,2,3,4 
வெண்மதியும் - 24.2 
வெதுப்புவாரே - 59.4 
வெம்பு - 134.2 
வெம்மைக்கு - 109.2 
வெய்யவன் - 155.3 
வெயில் - 137.1; 150.2 
வெருட்சி - 228.2 
வெருவி - 150.1 
வெல்ல - 31.1; 125.1 
வெல்லக் - 157.3 
வெல்லக்கூடாதடி - 392.1 
வெல்லப் - 30.1 
வெல்லுதே - 205.2 
வெல்லும் - 155.4; 304.4 
வெல்லுவள் - 345.1 
வெல்லுவேன் - 199.2 
வெவ் - 92.4 
வெவ்வா - 324.1 
வெள் - 305.4 
வெள்ளச்சி - 203.1,2 
வெள்ளம் - 162.1; 271.2 
வெள்ளி - 77.1 
வெள்ளிலை - 209.1 
வெள்ளை - 268.1 
வெளிக்கு - 115.24 
வெளிவந்த - 39.1 
வெற்பில் - 122.1; 217.1; 269.2; 275.1; 286.1; 297.1; 332.1; 339.4; 354.1 
வெற்றி - 184.1; 310.3; 398.2 
வெறித்து - 251.2 
வென்ற - 35.3; 330.2 
வென்றனம் - 40.3 
வென்றி - 75.4; 120.4 
வென்றிபெறும் - 179.1 
வென்று - 92.1; 157.2,3; 195.4 
வேகம் - 65.4 
வேங்கையாய் - 150.2 
வேசையர் - 301.2 
வேட்கையில் - 266.1 
வேட்டை - 308.2,3 
வேட்டைக்கு - 291.1; 324.1 
வேட்டைபோனாய் - 316.2 
வேட்டையாடி - 253.2; 303.3 
வேட்டையாடிக்கொண்டு - 252.1 
வேட்டையை - 324.2 
வேடத்தை - 289.3 
வேடன் - 163.3; 178.1 
வேடிக்கை - 322.4 
வேடிக்கைக்காரர் - 302.2 
வேடிகை - 339.4 
வேடுவ - 318.1 
வேடுவர்கள் - 138.1 
வேண்டாமோ - 389.1 
வேண்டினேன் - 223.16; 394.1 
வேண்டும் - 364.1 
வேண்டுவார் - 115.38 
வேணி - 132.1 
வேத - 54.1; 291.3; 399.2 
வேதநாராயணவேள் - 307.1 
வேதம் - 160.2 
வேதியனை - 399.2 
வேந்தர் - 2.1 
வேந்தனுக்கும் - 183.1 
வேரிலே - 81.1 
வேல் - 9.2 
வேலர் - 151.1 
வேலான - 302.2 
வேள் - 321.1 
வேள்விமலை - 147.2 
வேளாகிலு - 344.1 
வேளை - 7.3; 92.2,4,4; 96.2; 253.2 
வேறானாய் - 316.3 
வேனிலானே - 67.4 
வை - 208.1; 209.2 
வைத்த - 54.2; 266.1; 291.3; 306.4; 314.3; 329.2; 330.3 
வைத்ததோர் - 223.32 
வைத்தாய் - 62.4 
வைத்தார் - 50.4; 84.1 
வைத்தியநாத - 306.3 
வைத்து - 50.3; 62.3; 314.1; 322.1; 323.1 
வைப்பாய் - 208.2 
வைப்பொடு - 223.23 
வைபவம் - 324.4 
வையார் - 84.2 
வைரவா - 223.12 
ஸ்ரீகிருஷ்ணன்மேடு - 272.2 
ஸ்ரீபண்டாரம் - 306.1 
