முக்கூடற் பள்ளு சொல்லடைவு
மூங்கில்சம்பா -- 108.2 
மூச்சு -- 54.2 
மூஞ்சி -- 150.2 
மூடக் -- 17.2 
மூடும் -- 19.1 
மூத்தபள்ளி -- 13.8, 54.1, 55.1, 91.2, 95.1, 102.3, 107.1 
மூத்தவன் -- 96.2 
மூதலிக்கிறாய் -- 100.1 
மூதலியடி -- 152.2 
மூப்படியானும் -- 60.1 
மூப்பு -- 173.2 
மூப்புச்சொம் -- 152.2 
மூர்த்தி -- 167.4 
மூவகை -- 4.4, 29.1 
மூவான் -- 146.2 
மூவிக்கு -- 133.4 
மூளி -- 157.2 
மூன்று -- 59.3 
மூன்றும் -- 125.2 
மெத்த -- 113.3 
மெத்தவும் -- 88.7 
மெய் -- 4.1,4, 7.3, 109.8 
மெய்கொள்ளாதவர் -- 15.6 
மெய்தான் -- 56.4 
மெல்ல -- 43.4, 54.6 
மெள்ள -- 26.2, 120.2, 133.6 
மெள்ளச் -- 54.3 
மென்மேலும் -- 135.2 
மேக -- 128.6 
மேகம் -- 51.1 
மேட்டில் -- 130.4 
மேடும் -- 75.3 
மேடை -- 17.1 
மேடைகள் -- 20.1 
மேதி -- 23.3 
மேய்ந்து -- 23.3, 37.3 
மேல் -- 71.2, 82.1, 94.2, 106.1, 118.5 
மேல்வரத்து -- 59.2 
மேல -- 131.4 
மேலான -- 113.3 
மேலே -- 90.3 
மேவி -- 38.3 
மேவு -- 29.4 
மேவும் -- 20.3, 175.1 
மேழி -- 66.2, 73.3 
மேழை -- 109.1 
மேன்மேல் -- 136.1 
மேனி -- 118.1 
மேனிக்கு -- 87.3 
மை -- 15.7, 46.3, 76.1 
மொட்டையன் -- 134.5 
மொண்டி -- 133.3 
மொண்டிப் -- 147.1 
மொண்ணை -- 53.6 
மொழி -- 91.3 
மொழியுடன் -- 42.5 
மொழியை -- 27.4 
மோட்டு -- 40.6, 115.3 
மோழை -- 86.3 
மோனைக்கட்டுடனே -- 89.7 
யார் -- 55.4, 58.2 
யாள -- 35.2 
யானை -- 117.1 
யோகி -- 162.1 
ராசியம் -- 95.1 
ராமரான -- 110.1 
ராமானுச -- 28.2 
ராவணன் -- 111.2 
ராவும் -- 20.2 
ரெண்டாய் -- 6.2 
ரெண்டு -- 150.7 
ரெண்டை -- 128.5 
வக்கணை -- 62.3 
வகிர்ந்த -- 6.2 
வகுத்து -- 4.6, 125.7 
வகுந்து -- 48.5 
வகுப்பும் -- 6.2 
வகை -- 66.2,2,3, 107.4, 110.6, 111.7, 137.2, 145.1, 160.2 
வகைக்கு -- 70.1, 143.1 
வகையில் -- 142.2 
வகை--தனிலே -- 145.2 
வங்க -- 20.4 
வங்கமே -- 49.3,3 
வசம் -- 160.2 
வஞ்சகமும் -- 150.8 
வஞ்சி -- 8.7, 128.7 
வட்டத்தில் -- 46.2 
வட்டமாம் -- 92.13 
வட்டமும் -- 92.10 
வட்டவட்டங்களாய் -- 125.4 
வட்டில் -- 57.3 
வட்டிலுக்குள் -- 100.4 
வட -- 8.6, 111.4 
வடக்கு -- 33.2 
வடக்கே -- 98.2 
வடகரை -- 17.4, 21.4, 25.4, 98.1 
வடகு -- 92.12 
வடம் -- 74.2,2 
வடம்பூட்டி -- 11.6 
வடமலேந்த்ரன் -- 14.2 
வடமலேந்திரன் -- 38.7, 139.5 
வடமலையப்பர் -- 72.2 
வடிக்கும் -- 129.5 
வடிவத்து -- 66.1 
வடிவழக -- 10.8, 15.8, 64.2, 115.6 
வடிவழகர் -- 76.1, 82.6, 100.4, 118.7 
வடு -- 95.4 
வடுப்படா -- 118.1 
வடுப்படுமோ -- 118.1 
வண்டலிட்டு -- 19.3 
வண்ண -- 10.2 
வண்ணம் -- 37.2 
வண்ணனார் -- 28.1 
வணங்கி -- 136.3 
வதைக்கும் -- 50.5 
வந்த -- 34.1, 93.4, 97.2, 98.1, 104.4, 111.3 
வந்தார் -- 53.8 
வந்தால் -- 32.1, 95.4, 153.4, 156.1, 160.2 
வந்தாலும் -- 156.3 
வந்தாள் -- 156.2 
வந்தாளே -- 97.4 
வந்தான் -- 64.4, 155.4 
வந்தானே -- 52.4, 91.4 
வந்தித்து -- 125.5 
வந்து -- 5.4, 10.8, 78.2, 81.4, 115.6 
வந்துதீரும் -- 95.4 
வந்துற்றாளே -- 116.4 
வந்தேன் -- 13.4, 103.2 
வந்தேனோ -- 154.2,4, 155.1 
வம்பி -- 126.2 
வம்புச்சண்டையை -- 134.8 
வயல் -- 75.3, 76.1, 80.2, 83.7, 89.6, 110.5, 135.3 
வயலில் -- 51.6, 82.6, 84.1, 125.3, 137.2 
வயலிலே -- 111.8 
வயலும் -- 92.4 
வயலுள்ளே -- 128.3, 129.3, 130.2 
வயலுளே -- 131.3 
வயலுற்று -- 9.3, 91.4 
வயித்தி -- 114.4 
வயிற்று -- 134.4, 150.6 
வயிறு -- 104.2 
வயிறும் -- 53.1 
வர்க்கத்தில் -- 92.14 
வர்க்கமுடன் -- 107.4 
வர -- 35.1, 43.2, 116.4, 118.5 
வரத்தினை -- 86.1 
வரத்தும் -- 66.3 
வரம் -- 31.3 
வரம்பில் -- 129.6 
வரல் -- 41.4 
வரவர -- 90.1 
வராமல் -- 58.3 
வரால் -- 115.3 
வராலும் -- 51.5 
வரி -- 88.2 
வரிசை -- 107.2 
வரினும் -- 3.5, 12.1 
வரு -- 28.4, 143.1 
வருகையில் -- 4.7 
வரும் -- 15.4, 128.1,7, 134.2, 161.1 
வருவது -- 91.4, 95.4 
வருவாள் -- 95.1 
வருவான் -- 89.8 
வருவேன் -- 79.2 
வரை -- 40.1, 51.1 
வரைக்கும் -- 74.2 
வரையில் -- 38.4 
வரையின் -- 43.1 
வல் -- 70.4 
வல்ல -- 58.4 
வல்லாய் -- 117.1 
வல்லார் -- 110.8 
வல்லாளன் -- 118.2 
வல்லி -- 21.3 
வலம்கொண்டே -- 51.2 
வலம்செய்யார்--தம் -- 11.5 
வலி -- 1.5,5 
வலித்து -- 94.2 
வலிய -- 166.1 
வலுச்சலுகை -- 154.3 
வழக்கிட்டு -- 73.3, 155.1 
வழக்கு -- 166.1 
வழகிட்டு -- 154.4 
வழங்குமாறும் -- 40.2 
வழி -- 19.3, 74.1 
வழியே -- 94.2 
வழுத்தி -- 27.2 
வழுதடி -- 10.3 
வள்ளலாய் -- 40.1 
வளத்துடன் -- 29.2 
வளநாட்டு -- 27.2 
வளநாடும் -- 5.2 
வளம் -- 1.4,4, 16.1,2,3,4, 23.2, 30.3, 43.3, 140.1 
வளமை -- 17.4, 21.4, 25.4 
வளமையை -- 90.2 
வளர் -- 26.4 
வளர்க்க -- 122.2 
வளர்க்கும் -- 141.2 
வளர்ந்த -- 123.1 
வளை -- 35.5, 47.1 
வளைக்கை -- 110.3 
வளைத்து -- 122.2 
வளைமேழி -- 110.5 
வளைவான் -- 85.8 
வற்றா -- 51.3 
வன்பால் -- 11.1 
வன்மத்தை -- 104.3 
வன்னியடித்திட்டும் -- 92.6 
வனத்தில் -- 40.8 
வனத்தை -- 40.8 
வா -- 54.4, 95.1, 132.6 
வாக்குவாதம் -- 56.4 
வாகனமும் -- 170.1 
வாங்கி -- 110.2 
வாங்கிக்கொண்டார்கள் -- 73.3 
வாங்கியே -- 73.2 
வாச்சிக்கு -- 90.7 
வாசத்துளவோர் -- 1.2 
வாசவன் -- 92.2 
வாசனை -- 27.3 
வாஞ்சையினால் -- 97.1 
வாட்டமும் -- 129.6 
வாடை -- 17.4 
வாதுக்கே -- 83.1 
வாய் -- 12.3, 17.2, 33.2, 63.2, 82.4, 90.6, 99.2, 101.4, 150.3 
வாய்க்கால் -- 92.6 
வாய்க்கு -- 36.5, 54.6 
வாய்த்த -- 6.8, 8.8, 33.2, 54.5, 82.3, 107.4 
வாய்வைக்கும் -- 57.3 
வாய்வைத்தது -- 100.4 
வாய்--தனை -- 17.2 
வாயால் -- 151.6, 166.1 
வாயில் -- 6.3 
வாயின் -- 55.3 
வாயும் -- 53.4 
வார்த்த -- 101.3 
வார்த்தை -- 54.1, 61.3, 119.2, 173.3 
வார்த்தையும் -- 98.2 
வார்ந்து -- 48.8 
வார -- 50.8, 51.8 
வாரணம் -- 46.7,7 
வாரத்து -- 92.13 
வாரம் -- 22.2 
வாரமுடன் -- 97.2 
வாராதோ -- 172.3 
வாராய் -- 160.4, 161.3 
வாரி -- 57.4, 139.6, 169.1 
வாரிதி -- 20.4 
வாரீர் -- 111.8 
வாரும் -- 33.4 
வால் -- 82.3 
வாலான் -- 108.1 
வாலியை -- 165.4 
வாலும் -- 87.1 
வாழ்த்தி -- 33.4, 125.6, 174.4 
வாழ்த்தியே -- 29.2, 33.4 
வாழ்த்தினவர் -- 172.4 
வாழ்ந்தான் -- 89.6 
வாழ்ந்திருக்கலாம் -- 174.2 
வாழ -- 29.2 
வாழவே -- 28.3, 30.2 
வாழி -- 175.1,2,3,4 
வாழியவே -- 175.4 
வாழை -- 25.3, 46.6 
வாழைத்தண்டை -- 128.5 
வாழையாய் -- 13.4 
வாழையை -- 25.4 
வாள் -- 111.5 
வாளை -- 23.2, 51.3 
வான் -- 1.8, 22.2, 165.3 
வான -- 34.3, 40.1 
வானம் -- 19.1 
வானம்பாடி -- 35.6 
வானமே -- 38.8 
வானவர் -- 1.7 
வானுக்கும் -- 87.7 
விக்கல் -- 101.4 
விசைகொண்டு -- 50.1 
விட்ட -- 99.1, 149.2 
விட்டதில்லை -- 151.2 
விட்டான் -- 87.4, 122.1 
விட்டு -- 98.1, 115.1, 127.4, 133.7, 154.2 
விட்டுணுவான -- 15.3 
விட்டுப்போகத் -- 15.2 
விட்டே -- 165.1 
விட -- 138.6 
விடத்தலைப்பூநிறத்தான் -- 109.7 
விடிய -- 59.2 
விடுப்பார் -- 138.2 
விடுவிக்க -- 106.4 
விடைகொண்டு -- 78.1 
விடையம் -- 128.1 
விடையாட்டமும் -- 92.10 
விண் -- 21.2 
விண்ட -- 19.3 
விண்டான் -- 123.2 
விண்டிருக்கும் -- 23.3 
விண்ணப்பம் -- 96.1 
விண்ணில் -- 72.4 
வித்தார -- 4.1 
வித்து -- 4.8, 53.2, 66.2 
வித்தை -- 70.4 
விதத்தில் -- 109.8 
விதத்தோடு -- 3.6 
விதமோ -- 93.2 
விதி -- 98.4 
விதித்த -- 117.5 
விதித்தார் -- 113.4 
விதிவசம்--தன்னில் -- 71.2 
விதை -- 107.4, 108.4 
விதைகள் -- 121.2 
விதையும் -- 112.1, 148.2 
விமலையை -- 4.1 
விரித்த -- 17.1 
விரிந்த -- 129.7 
விரிந்திடும் -- 6.6 
விரிப்பார் -- 138.4 
விருதுக்கே -- 57.3, 73.3 
விருந்து -- 99.1 
விரும்பினேன் -- 92.16 
விரைய -- 32.4 
வில் -- 88.1 
வில்லடிபாட்டுக்கு -- 86.4 
வில்லாளர் -- 149.3 
வில்லூன்றி -- 69.3 
விலங்கும் -- 86.8 
விழி -- 128.5 
விழிக் -- 7.1 
விழிக்கு -- 6.5 
விழியுடன் -- 42.5 
விழுந்ததுக்கு -- 134.7 
விழுந்தமட்டிலே -- 132.7 
விழுந்தான் -- 85.4, 115.8 
விள்ளடா -- 65.4 
விளக்கெண்ணெயும் -- 36.6 
விளங்கவே -- 28.2, 30.4 
விளங்கிநின்றவாறேயோ -- 43.2 
விளங்கு -- 77.1 
விளித்தான் -- 121.1 
விளைத்த -- 117.7 
விளைந்தவாறு -- 137.1 
விளையவே -- 30.1 
விளையாடும் -- 19.2 
விளைவு -- 136.4 
விற்றார் -- 68.4 
விற்றான் -- 86.6 
வினை -- 98.4 
வீட்டார் -- 85.1 
வீட்டில் -- 156.3 
வீட்டினில் -- 85.2 
வீட்டு -- 93.2 
வீதி -- 23.1, 75.3 
வீதி--தொறும் -- 83.4 
வீம்புகள் -- 89.4 
வீர -- 2.7 
வீரபாண்டியபேரி -- 92.9 
வீரர் -- 131.2 
வீரனார் -- 53.8 
வீவியாட்டம் -- 157.3 
வீழ்ந்தான் -- 89.6 
வீழி -- 175.1 
வீறான -- 77.1 
வீறு -- 1.6, 52.4, 170.3 
வெகுமானத்துக்கு -- 87.5 
வெட்டி -- 106.4, 122.1 
வெட்டியான் -- 92.6 
வெட்டினார் -- 99.1 
வெட்டும் -- 32.4 
வெட்டுவேன் -- 11.4 
வெண் -- 8.2, 21.1, 22.1, 49.3, 82.3 
வெண்ணெய் -- 55.3 
வெண்ணெயும் -- 44.3 
வெதிரும் -- 42.1 
வெந்து -- 57.2 
வெம் -- 20.4, 132.1 
வெய்யோன் -- 19.3 
வெயில் -- 19.3 
வெயிலியும் -- 131.3 
வெருகன் -- 114.5 
வெவ் -- 44.2 
வெழுதி -- 126.2 
வெள் -- 42.4 
வெள்ளத்திலே -- 7.3 
வெள்ளத்து -- 41.2,3,4 
வெள்ளம் -- 22.2, 35.1, 48.8 
வெள்ளமும் -- 59.2 
வெள்ளாண்மை -- 15.5 
வெள்ளாண்மையிட்டேன் -- 68.1 
வெள்ளாமை -- 105.1 
வெள்ளானைக்கு -- 131.1 
வெள்ளூர் -- 131.3 
வெள்ளை -- 108.3 
வெள்ளைக்காளையும் -- 109.7 
வெளிபடு -- 4.7 
வெளிறுகின்றது -- 38.8 
வெளுத்த -- 53.3 
வெற்றி -- 6.5 
வெற்றிலையும் -- 6.3 
வெறியால் -- 106.2 
வெறியோ -- 117.6 
வெறும் -- 169.3 
வென்றல்லோவிடுவேன் -- 18.1 
வென்றி -- 47.3 
வேண்டியே -- 30.3 
வேண்டில் -- 87.8 
வேண்டும் -- 33.3, 36.4, 139.6 
வேணும் -- 106.4 
வேத -- 4.2 
வேதக்கோன் -- 83.3 
வேதம் -- 31.1, 131.2 
வேதியர்கள் -- 113.3 
வேம்பி -- 126.6 
வேய் -- 55.3 
வேரில் -- 40.6 
வேல் -- 41.2, 42.4,4,7, 68.3 
வேலாவலய -- 37.3 
வேலான் -- 114.4 
வேலி -- 122.2, 126.3 
வேலும் -- 111.5 
வேலை -- 24.2, 130.3 
வேலையில் -- 59.2, 85.8 
வேலையை -- 85.3 
வேழம் -- 18.1, 21.1, 132.1, 175.2 
வேள் -- 18.1 
வேளைக்கே -- 36.4 
வேறு -- 12.2, 53.7 
வேறே -- 125.3 
வேறொன்று -- 97.3 
வேறோ -- 47.3 
வைக்கவே -- 82.6 
வைக்கவேணும் -- 76.2 
வைக்கும் -- 15.4 
வைக்கோல் -- 110.4 
வைக்கோலை -- 138.7 
வைகுண்ட -- 131.2 
வைச்சுக்கொண்டு -- 63.2 
வைணவர்கள் -- 175.4 
வைணவரும் -- 28.3 
வைத்த -- 66.4, 125.5, 150.7 
வைத்தான் -- 57.3, 151.4 
வைத்தானில்லை -- 13.5 
வைத்திடீர் -- 88.8 
வைத்து -- 75.3, 91.4, 125.6 
வைத்துக்கொண்டு -- 61.2 
வைதவரை -- 172.4 
வைதால் -- 173.1 
வைதாலும் -- 56.4 
வைது -- 152.3 
வைய -- 166.2 
வையகத்து -- 172.4 
வையவே -- 166.3 
வையும் -- 33.2, 56.4, 89.8 
வைவேன் -- 173.1 
னைஞ்சுகு -- 89.2 

